Country,ISO,Domain,Theme,Yes? (Metrics),Metrics,Total number of metrics,Priorities
Belgium,BEL,International Cooperation,Engagement in international cooperation,No,No,0,"The objective is to arrive at an innovative, realistic and integrated policy, which addresses the judicial, economic, social and health aspects globally. In this context, the production of legal substances must also be addressed {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.37} ~ Belgium will advocate for the creation of a European monitoring system for drug and drug legislation and practices, set up within the European Monitoring Center for Drugs and Drug Addiction {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.37} ~ The Drug Unit will participate in the activities of the Pompidou Group (Council of Europe) and the various United Nations organizations {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.37} ~ Contribute to achieving a high level of protection of health, welfare and social cohesion by complementing UN Member States' efforts to prevent and reduce drug use, drug addiction and the harmful effects of drugs On health and society {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.18} ~ Seek to provide the population with a high level of security by combating drug production, cross-border drug trafficking and the diversion of precursors, and by intensifying preventive action against drug-related crime through an effective cooperation within the framework of a common approach {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.18} ~ the Federal Public Prosecutor's Office has drawn up a plan to combat national and international crime related to drug addiction in 2008-2011, focusing on three main areas: the dismantling of synthetic drug laboratories, international trafficking in cocaine and heroin directly linked to producing countries, cannabis {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.28} ~ Several agreements between countries have been made to help combat cross-border crime linked to drugs: Hazeldonk, Euregio Scheldemond, Euregio Meuse-Rhine, Fedland, Bovenregionale Search Zuid-Nederland (supraregional survey service) {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.29} ~ Police and judicial co-operation and consultation with neighboring countries will be intensified and structured in order to more effectively combat cross-border drug-related crime, to exchange as much data as possible, and to monitor and execute requests for mutual assistance Judicial {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.73} ~ "
Australia,AUS,Health,Level of availability of harm reduction services/harm reduction scale up ,,,,"A range of interventions are developed that cross the three pillars of harm minimisation and are aimed at the individual, family and community. {National Aboriginal Torres Strait Islander Peoples Drug Strategy,  2014-2019, p.6} ~ Strategies aim to reduce the negative effects of AOD use, without necessarily expecting people who use drugs to stop or reduce their use. Effective harm reduction strategies include: bans on the serving of alcohol in glass containers, night patrols, and sobering‐up shelters. {National Aboriginal Torres Strait Islander Peoples Drug Strategy,  2014-2019, p.12} ~ See image on page 12: Example Strategies: Community patrols, Sobering-up shelters, Low-alcohol products, Drink driving laws, Responsible service of alcohol, Needle and syringe exchange programs, provision of naloxone, community alcohol management plans {National Aboriginal Torres Strait Islander Peoples Drug Strategy,  2014-2019, p.12} ~ harm reduction to reduce the adverse health, social and economic consequences of the use of alcohol, tobacco and other drugs. {National Drug Strategy, 2010-2015, p.ii} ~"
Australia,AUS,Health,Syringes distributed,,"Access to needle and syringe exchange programs (both in mainstream and community‐controlled services). {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.26 & p.35} ~ ",1,"See image on page 12: Example Strategies: Community patrols, Sobering-up shelters, Low-alcohol products, Drink driving laws, Responsible service of alcohol, Needle and syringe exchange programs, provision of naloxone, community alcohol management plans {National Aboriginal Torres Strait Islander Peoples Drug Strategy,  2014-2019, p.12} ~ In relation to injecting drug use, needle and syringe programs have been the main harm-reduction approach, helping to slow the spread of blood-borne viruses like HIV and hepatitis C. Readily available needle disposal facilities and other strategies as simple as well-lit streets have helped improve community amenity in areas where injecting drug use takes place. Some jurisdictions have used innovative approaches, including a medically supervised injecting centre in one jurisdiction. {National Drug Strategy, 2010-2015, p.16} ~ Continue existing harm-reduction efforts including needle and syringe programs and safe disposal of used injecting equipment and improve access for disadvantaged populations. {National Drug Strategy, 2010-2015, p.17} ~ Continue support for needle and syringe programs and encourage safe injecting practices {National Drug Strategy, 2010-2015, p.19} ~ Needle and syringe programmes are run in each state and territory {National Ice Action Strategy, 2015, p.13} ~"
Australia,AUS,Health,Level of access to substitution treatment (OST/MAT),,"Number of Aboriginal and Torres Strait Islander people on opioid replacement therapy and referred from harm reduction services to general and mental health services and other social and welfare support services. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.26 & p.35} ~ ",1,"Sustain efforts to prevent drug overdose and other harms through continuing substitution therapies, withdrawal treatment and other pharmacotherapies. {National Drug Strategy, 2010-2015, p.19} ~ "
Australia,AUS,Health,Prevalence of substance use disorders,,"The number of older users presenting to hospital with dependence and other cannabis related problems increased markedly between 2002–07 and nearly doubled among users aged 30–39. {National Drug Strategy, 2010-2015, p.5} ~",,
Australia,AUS,Health,Prevalence of psychiatric comorbidities,,,,"Renew and disseminate National Comorbidity Guidelines for alcohol and drug treatment services to assist with managing co-occurring alcohol, drug and mental health conditions. {National Ice Action Strategy, 2015, p.24} ~"
Australia,AUS,Health,Prevalence of drug-related mortality,,"Capacity of the AOD workforce to manage mental health and suicide risk. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.22 & p.34} ~ Number of services which train staff in suicide prevention and mental health first aid. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.22 & p.35} ~ trends in opioid overdose related ambulance call-outs and overdose mortality {National Drug Strategy, 2010-2015, p.23} ~ ",2,"See image on page 12: Example Strategies: Community patrols, Sobering-up shelters, Low-alcohol products, Drink driving laws, Responsible service of alcohol, Needle and syringe exchange programs, provision of naloxone, community alcohol management plans {National Aboriginal Torres Strait Islander Peoples Drug Strategy,  2014-2019, p.12} ~ "
Australia,AUS,Health,Prevalence of drug-related infectious disease,,"Proportion of blood‐borne viral infections due to injecting drug use. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.5 & p.34} ~ Harms associated with injecting drug use have also been reduced. It is estimated that from 2000–2009 needle and syringe programs, which ensure the safe supply and disposal of syringes to injecting drug users, have directly averted over 32 000 new HIV infections and nearly 97 000 hepatitis C infections. {National Drug Strategy, 2010-2015, p.4} ~ the prevalence and incidence rates of HIV and hepatitis C among injecting drug users {National Drug Strategy, 2010-2015, p.23} ~ ",1,
Australia,AUS,Health,"Proportion of people who use drugs who engage in risky consumption (needle sharing, public injecting)",,,,
Australia,AUS,Health,Proportion of people who inject drugs who engage in HIV testing and/or treatment,,,,
Australia,AUS,Health,Specialised training for addiction care,,"Number of trained Aboriginal and Torres Strait Islander workers in the AOD field. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.22 & p.35} ~ Level of qualifications of Aboriginal and Torres Strait Islander workers, including doctors, nurses, and psychologists in the AOD field in collaboration with universities and other training institutions. {National Aboriginal Torres Strait Islander Peoples Drug Strategy, 2014-2019, p.22 & p.35} ~ Availability of workforce development resources and programs for generalist workers to increase their capacity to prevent and reduce AOD harm. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.28} ~ Availability of specialist AOD professionals to act as consultants to generalist staff. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.28} ~ Number of long-term filled positions in agencies providing specialist AOD prevention and treatment services. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.16} ~ Level of available mentoring, clinical supervision and appraisal programs. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.16} ~ Percentage of specialist AOD prevention and treatment staff receiving mentoring and support. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.16} ~ Career paths defined and expanded for AOD workers. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.16} ~ Capability requirements and the pathways to achieve these are clearly identified for all major roles in the specialist AOD field. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.17} ~ Level of articulation between different types and levels of competencies required to work in the AOD field. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.17} ~",2,"Given the relationship, it is important that the AOD workforce is provided with appropriate information, training and resources across a broad range of areas, such as mental health and suicide prevention to enable them to work effectively with Aboriginal and Torres Strait Islander people. {National Aboriginal Torres Strait Islander Peoples Drug Strategy,  2014-2019, p.19} ~ Using the nationally-consistent minimum skill and knowledge requirements as the basis to develop resources and enhance pre-service and in-service education and training programs for generalist workers. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.27} ~ Ensuring that these education and training programs focus on issues such as referral pathways, harm minimisation, early/brief intervention, reducing the stigma associated with AOD problems and the often chronic and relapsing nature of AOD problems {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.27} ~Develop clear articulation pathways (within and between vocational education and training (VET) and higher education systems) to ensure that workers have access to qualifications that enable career progression within the AOD field. This will include the mapping of entry points for workers from associated fields {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.15} ~ Enhancing early exposure to drug and alcohol nursing as a career path among nursing students and graduates {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.15} ~ Expanding the number of AOD nurse practitioner positions available and developing a structured career pathway for progression into nurse practitioner positions {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.15} ~ Enhancing early exposure to addiction medicine as a career path among medical students and junior medical officers by increasing opportunities for placements/rotations through addiction medicine specialty areas {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.15} ~ Establishing a critical mass of addiction medical specialists to enable vertical integration of teaching involving medical students, interns/junior medical officers, registrars and consultants {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.15} ~ Exploring alternative pathways through which medical graduates can become Fellows of the Chapter of Addiction Medicine which do not require basic physician training, or fellowship of other colleges {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.15} ~ Examining current supervisory arrangements for trainees enrolled in the Royal Australian and New Zealand College of Psychiatrists Certificate in Addiction Psychiatry to determine the viability of broadening the range of potential supervisors {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.15} ~ Formulating a workforce development matrix which includes the capabilities required to fulfil all roles in the specialist AOD field and defines pathways to achieve these capabilities. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.17} ~ Ensuring that capabilities which are pivotal to the future of the AOD sector are included in the workforce development matrix. These include capabilities concerning client-centred service provision, program evaluation, inter-professional practice, responding to multiple morbidities, responding to the needs of older people, leadership skills, child and family sensitive practice and responding to special needs groups, such as those outlined in Outcome Area 7. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.17} ~ Ensuring that mentoring, clinical supervision and appraisal programs support the attainment of identified capabilities. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.17} ~ Ensuring that AOD problems and ageing and co-and multiple morbidities form part of key knowledge and skills for AOD workers {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.18} ~ Establishing nationally consistent minimum capability requirements for generalist professional groups (e.g. doctors, nurses, pharmacists, psychologists, social workers, emergency workers, Aboriginal and Torres Strait Islander primary health care workers and other health and welfare workers) to enable them to effectively detect and respond to individuals experiencing AOD harm. This will involve building on the existing competency framework used in the vocational education and training sector and on higher education sector qualifications. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.27} ~ Capability requirements and the pathways to achieve these capabilities are clearly identified for generalist health, community, welfare and support workers. {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.27} ~ Recruiting and retaining workers to the AOD sector with specialist capabilities to work with older clients and people who have multiple morbidities and complex needs {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.18} ~ Enhancing the number of Aboriginal and Torres Strait Islander individuals undergoing professional training as doctors, nurses, psychologists, social workers and addiction medicine doctors {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.23} ~ Developing appropriate CALD training and resources for all AOD workers {National Alcohol and other Drug Workforce Development Strategy, 2015-2018, p.25} ~ Add new items to the Medicare Benefits Schedule to increase the availability of care through addiction medicine specialists. {National Ice Action Strategy, 2015, p.24} ~"
